Dates,Tickers,Data
20250423,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250523,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250424,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250224,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250324,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250425,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250225,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250325,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250226,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250326,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250526,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250227,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250327,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250527,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250428,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250228,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250328,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250528,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250429,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250529,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250430,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250530,FX.EURUSD.VOL::7Y::25DBF::MID,0.0031
20250331,FX.EURUSD.VOL::7Y::25DBF::MID,0.0032
20250401,FX.EURUSD.VOL::10Y::ATM::MID,0.0865
20250501,FX.EURUSD.VOL::10Y::ATM::MID,0.093
20250402,FX.EURUSD.VOL::10Y::ATM::MID,0.0865
20250602,FX.EURUSD.VOL::10Y::ATM::MID,0.0895
20250502,FX.EURUSD.VOL::10Y::ATM::MID,0.0935
20250403,FX.EURUSD.VOL::10Y::ATM::MID,0.091
20250303,FX.EURUSD.VOL::10Y::ATM::MID,0.085
20250404,FX.EURUSD.VOL::10Y::ATM::MID,0.093
20250304,FX.EURUSD.VOL::10Y::ATM::MID,0.0875
20250305,FX.EURUSD.VOL::10Y::ATM::MID,0.0885
20250505,FX.EURUSD.VOL::10Y::ATM::MID,0.094
20250306,FX.EURUSD.VOL::10Y::ATM::MID,0.087
20250506,FX.EURUSD.VOL::10Y::ATM::MID,0.0945
20250407,FX.EURUSD.VOL::10Y::ATM::MID,0.094
20250307,FX.EURUSD.VOL::10Y::ATM::MID,0.0875
20250507,FX.EURUSD.VOL::10Y::ATM::MID,0.0935
20250408,FX.EURUSD.VOL::10Y::ATM::MID,0.0915
20250508,FX.EURUSD.VOL::10Y::ATM::MID,0.092
20250409,FX.EURUSD.VOL::10Y::ATM::MID,0.088
20250509,FX.EURUSD.VOL::10Y::ATM::MID,0.09
20250410,FX.EURUSD.VOL::10Y::ATM::MID,0.095
20250310,FX.EURUSD.VOL::10Y::ATM::MID,0.088
20250411,FX.EURUSD.VOL::10Y::ATM::MID,0.097
20250311,FX.EURUSD.VOL::10Y::ATM::MID,0.088
20250312,FX.EURUSD.VOL::10Y::ATM::MID,0.087
20250512,FX.EURUSD.VOL::10Y::ATM::MID,0.0825
20250313,FX.EURUSD.VOL::10Y::ATM::MID,0.0865
20250513,FX.EURUSD.VOL::10Y::ATM::MID,0.084
20250414,FX.EURUSD.VOL::10Y::ATM::MID,0.094
20250314,FX.EURUSD.VOL::10Y::ATM::MID,0.0865
20250514,FX.EURUSD.VOL::10Y::ATM::MID,0.0845
20250415,FX.EURUSD.VOL::10Y::ATM::MID,0.092
20250515,FX.EURUSD.VOL::10Y::ATM::MID,0.085
20250416,FX.EURUSD.VOL::10Y::ATM::MID,0.0945
20250516,FX.EURUSD.VOL::10Y::ATM::MID,0.0845
20250417,FX.EURUSD.VOL::10Y::ATM::MID,0.093
20250317,FX.EURUSD.VOL::10Y::ATM::MID,0.085
20250418,FX.EURUSD.VOL::10Y::ATM::MID,0.093
20250318,FX.EURUSD.VOL::10Y::ATM::MID,0.086
20250319,FX.EURUSD.VOL::10Y::ATM::MID,0.086
20250519,FX.EURUSD.VOL::10Y::ATM::MID,0.085
20250320,FX.EURUSD.VOL::10Y::ATM::MID,0.0855
20250520,FX.EURUSD.VOL::10Y::ATM::MID,0.0875
20250421,FX.EURUSD.VOL::10Y::ATM::MID,0.098
20250321,FX.EURUSD.VOL::10Y::ATM::MID,0.086
20250521,FX.EURUSD.VOL::10Y::ATM::MID,0.09
20250422,FX.EURUSD.VOL::10Y::ATM::MID,0.0955
20250522,FX.EURUSD.VOL::10Y::ATM::MID,0.0895
20250423,FX.EURUSD.VOL::10Y::ATM::MID,0.0915
20250523,FX.EURUSD.VOL::10Y::ATM::MID,0.0905
20250424,FX.EURUSD.VOL::10Y::ATM::MID,0.0925
20250224,FX.EURUSD.VOL::10Y::ATM::MID,0.084
20250324,FX.EURUSD.VOL::10Y::ATM::MID,0.0855
20250425,FX.EURUSD.VOL::10Y::ATM::MID,0.0925
20250225,FX.EURUSD.VOL::10Y::ATM::MID,0.084
20250325,FX.EURUSD.VOL::10Y::ATM::MID,0.084
20250226,FX.EURUSD.VOL::10Y::ATM::MID,0.0845
20250326,FX.EURUSD.VOL::10Y::ATM::MID,0.0835
20250526,FX.EURUSD.VOL::10Y::ATM::MID,0.0905
20250227,FX.EURUSD.VOL::10Y::ATM::MID,0.0865
20250327,FX.EURUSD.VOL::10Y::ATM::MID,0.0845
20250527,FX.EURUSD.VOL::10Y::ATM::MID,0.0885
20250428,FX.EURUSD.VOL::10Y::ATM::MID,0.094
20250228,FX.EURUSD.VOL::10Y::ATM::MID,0.0865
20250328,FX.EURUSD.VOL::10Y::ATM::MID,0.0865
20250528,FX.EURUSD.VOL::10Y::ATM::MID,0.088
20250429,FX.EURUSD.VOL::10Y::ATM::MID,0.095
20250529,FX.EURUSD.VOL::10Y::ATM::MID,0.089
20250430,FX.EURUSD.VOL::10Y::ATM::MID,0.094
20250530,FX.EURUSD.VOL::10Y::ATM::MID,0.089
20250331,FX.EURUSD.VOL::10Y::ATM::MID,0.087
20250401,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250501,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250402,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250602,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250502,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250403,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250303,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250404,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250304,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250305,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250505,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250306,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250506,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250407,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250307,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250507,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250408,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250508,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250409,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250509,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250410,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250310,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250411,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250311,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250312,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250512,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250313,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250513,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250414,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250314,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250514,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250415,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250515,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250416,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250516,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250417,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250317,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250418,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250318,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250319,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250519,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250320,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250520,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250421,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250321,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250521,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250422,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250522,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250423,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250523,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250424,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250224,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250324,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250425,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250225,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250325,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250226,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250326,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250526,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250227,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250327,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250527,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250428,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250228,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250328,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250528,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250429,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250529,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250430,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250530,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250331,FX.EURUSD.VOL::20Y::10DBF::MID,0.011
20250401,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0012
20250501,FX.EURUSD.VOL::30Y::10DRR::MID,0.014
20250402,FX.EURUSD.VOL::30Y::10DRR::MID,-3.0E-4
20250602,FX.EURUSD.VOL::30Y::10DRR::MID,0.0177
20250502,FX.EURUSD.VOL::30Y::10DRR::MID,0.015
20250403,FX.EURUSD.VOL::30Y::10DRR::MID,0.0035
20250303,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0202
20250404,FX.EURUSD.VOL::30Y::10DRR::MID,7.0E-4
20250304,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0177
20250305,FX.EURUSD.VOL::30Y::10DRR::MID,-0.012
20250505,FX.EURUSD.VOL::30Y::10DRR::MID,0.016
20250306,FX.EURUSD.VOL::30Y::10DRR::MID,-0.009
20250506,FX.EURUSD.VOL::30Y::10DRR::MID,0.0165
20250407,FX.EURUSD.VOL::30Y::10DRR::MID,3.0E-4
20250307,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0097
20250507,FX.EURUSD.VOL::30Y::10DRR::MID,0.0157
20250408,FX.EURUSD.VOL::30Y::10DRR::MID,-7.0E-4
20250508,FX.EURUSD.VOL::30Y::10DRR::MID,0.0148
20250409,FX.EURUSD.VOL::30Y::10DRR::MID,0.004
20250509,FX.EURUSD.VOL::30Y::10DRR::MID,0.0162
20250410,FX.EURUSD.VOL::30Y::10DRR::MID,0.0097
20250310,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0102
20250411,FX.EURUSD.VOL::30Y::10DRR::MID,0.0127
20250311,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0083
20250312,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0088
20250512,FX.EURUSD.VOL::30Y::10DRR::MID,0.0132
20250313,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0095
20250513,FX.EURUSD.VOL::30Y::10DRR::MID,0.015
20250414,FX.EURUSD.VOL::30Y::10DRR::MID,0.0125
20250314,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0088
20250514,FX.EURUSD.VOL::30Y::10DRR::MID,0.0188
20250415,FX.EURUSD.VOL::30Y::10DRR::MID,0.0112
20250515,FX.EURUSD.VOL::30Y::10DRR::MID,0.02
20250416,FX.EURUSD.VOL::30Y::10DRR::MID,0.0143
20250516,FX.EURUSD.VOL::30Y::10DRR::MID,0.019
20250417,FX.EURUSD.VOL::30Y::10DRR::MID,0.014
20250317,FX.EURUSD.VOL::30Y::10DRR::MID,-0.009
20250418,FX.EURUSD.VOL::30Y::10DRR::MID,0.014
20250318,FX.EURUSD.VOL::30Y::10DRR::MID,-0.008
20250319,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0083
20250519,FX.EURUSD.VOL::30Y::10DRR::MID,0.0212
20250320,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0093
20250520,FX.EURUSD.VOL::30Y::10DRR::MID,0.0202
20250421,FX.EURUSD.VOL::30Y::10DRR::MID,0.0157
20250321,FX.EURUSD.VOL::30Y::10DRR::MID,-0.008
20250521,FX.EURUSD.VOL::30Y::10DRR::MID,0.0225
20250422,FX.EURUSD.VOL::30Y::10DRR::MID,0.016
20250522,FX.EURUSD.VOL::30Y::10DRR::MID,0.021
20250423,FX.EURUSD.VOL::30Y::10DRR::MID,0.015
20250523,FX.EURUSD.VOL::30Y::10DRR::MID,0.0193
20250424,FX.EURUSD.VOL::30Y::10DRR::MID,0.0157
20250224,FX.EURUSD.VOL::30Y::10DRR::MID,-0.021
20250324,FX.EURUSD.VOL::30Y::10DRR::MID,-0.008
20250425,FX.EURUSD.VOL::30Y::10DRR::MID,0.0148
20250225,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0195
20250325,FX.EURUSD.VOL::30Y::10DRR::MID,-0.006
20250226,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0198
20250326,FX.EURUSD.VOL::30Y::10DRR::MID,-0.006
20250526,FX.EURUSD.VOL::30Y::10DRR::MID,0.0198
20250227,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0202
20250327,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0035
20250527,FX.EURUSD.VOL::30Y::10DRR::MID,0.018
20250428,FX.EURUSD.VOL::30Y::10DRR::MID,0.0155
20250228,FX.EURUSD.VOL::30Y::10DRR::MID,-0.021
20250328,FX.EURUSD.VOL::30Y::10DRR::MID,-7.0E-4
20250528,FX.EURUSD.VOL::30Y::10DRR::MID,0.017
20250429,FX.EURUSD.VOL::30Y::10DRR::MID,0.0155
20250529,FX.EURUSD.VOL::30Y::10DRR::MID,0.017
20250430,FX.EURUSD.VOL::30Y::10DRR::MID,0.0152
20250530,FX.EURUSD.VOL::30Y::10DRR::MID,0.017
20250331,FX.EURUSD.VOL::30Y::10DRR::MID,-0.0012
20250401,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0025
20250501,FX.EURUSD.VOL::1Y::25DRR::MID,0.006
20250402,FX.EURUSD.VOL::1Y::25DRR::MID,-0.002
20250602,FX.EURUSD.VOL::1Y::25DRR::MID,0.0081
20250502,FX.EURUSD.VOL::1Y::25DRR::MID,0.0066
20250403,FX.EURUSD.VOL::1Y::25DRR::MID,-2.0E-4
20250303,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0131
20250404,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0014
20250304,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0115
20250305,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0083
20250505,FX.EURUSD.VOL::1Y::25DRR::MID,0.0071
20250306,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0073
20250506,FX.EURUSD.VOL::1Y::25DRR::MID,0.0072
20250407,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0015
20250307,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0074
20250507,FX.EURUSD.VOL::1Y::25DRR::MID,0.007
20250408,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0017
20250508,FX.EURUSD.VOL::1Y::25DRR::MID,0.0066
20250409,FX.EURUSD.VOL::1Y::25DRR::MID,6.0E-4
20250509,FX.EURUSD.VOL::1Y::25DRR::MID,0.0071
20250410,FX.EURUSD.VOL::1Y::25DRR::MID,0.0034
20250310,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0074
20250411,FX.EURUSD.VOL::1Y::25DRR::MID,0.0059
20250311,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0067
20250312,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0065
20250512,FX.EURUSD.VOL::1Y::25DRR::MID,0.0059
20250313,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0069
20250513,FX.EURUSD.VOL::1Y::25DRR::MID,0.0067
20250414,FX.EURUSD.VOL::1Y::25DRR::MID,0.0058
20250314,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0068
20250514,FX.EURUSD.VOL::1Y::25DRR::MID,0.0088
20250415,FX.EURUSD.VOL::1Y::25DRR::MID,0.0047
20250515,FX.EURUSD.VOL::1Y::25DRR::MID,0.0094
20250416,FX.EURUSD.VOL::1Y::25DRR::MID,0.0062
20250516,FX.EURUSD.VOL::1Y::25DRR::MID,0.009
20250417,FX.EURUSD.VOL::1Y::25DRR::MID,0.0062
20250317,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0068
20250418,FX.EURUSD.VOL::1Y::25DRR::MID,0.0063
20250318,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0064
20250319,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0063
20250519,FX.EURUSD.VOL::1Y::25DRR::MID,0.0101
20250320,FX.EURUSD.VOL::1Y::25DRR::MID,-0.007
20250520,FX.EURUSD.VOL::1Y::25DRR::MID,0.0097
20250421,FX.EURUSD.VOL::1Y::25DRR::MID,0.007
20250321,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0064
20250521,FX.EURUSD.VOL::1Y::25DRR::MID,0.0104
20250422,FX.EURUSD.VOL::1Y::25DRR::MID,0.0072
20250522,FX.EURUSD.VOL::1Y::25DRR::MID,0.0099
20250423,FX.EURUSD.VOL::1Y::25DRR::MID,0.0065
20250523,FX.EURUSD.VOL::1Y::25DRR::MID,0.0089
20250424,FX.EURUSD.VOL::1Y::25DRR::MID,0.007
20250224,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0133
20250324,FX.EURUSD.VOL::1Y::25DRR::MID,-0.006
20250425,FX.EURUSD.VOL::1Y::25DRR::MID,0.0068
20250225,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0128
20250325,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0054
20250226,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0127
20250326,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0053
20250526,FX.EURUSD.VOL::1Y::25DRR::MID,0.0092
20250227,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0129
20250327,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0034
20250527,FX.EURUSD.VOL::1Y::25DRR::MID,0.0083
20250428,FX.EURUSD.VOL::1Y::25DRR::MID,0.007
20250228,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0135
20250328,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0022
20250528,FX.EURUSD.VOL::1Y::25DRR::MID,0.0076
20250429,FX.EURUSD.VOL::1Y::25DRR::MID,0.0071
20250529,FX.EURUSD.VOL::1Y::25DRR::MID,0.0079
20250430,FX.EURUSD.VOL::1Y::25DRR::MID,0.0069
20250530,FX.EURUSD.VOL::1Y::25DRR::MID,0.0079
20250331,FX.EURUSD.VOL::1Y::25DRR::MID,-0.0021
20250401,FX.EURUSD.VOL::9M::25DBF::MID,0.0031
20250501,FX.EURUSD.VOL::9M::25DBF::MID,0.0028
20250402,FX.EURUSD.VOL::9M::25DBF::MID,0.0031
20250602,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250502,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250403,FX.EURUSD.VOL::9M::25DBF::MID,0.0034
20250303,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250404,FX.EURUSD.VOL::9M::25DBF::MID,0.0037
20250304,FX.EURUSD.VOL::9M::25DBF::MID,0.0032
20250305,FX.EURUSD.VOL::9M::25DBF::MID,0.0033
20250505,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250306,FX.EURUSD.VOL::9M::25DBF::MID,0.0033
20250506,FX.EURUSD.VOL::9M::25DBF::MID,0.003
20250407,FX.EURUSD.VOL::9M::25DBF::MID,0.0039
20250307,FX.EURUSD.VOL::9M::25DBF::MID,0.0032
20250507,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250408,FX.EURUSD.VOL::9M::25DBF::MID,0.0039
20250508,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250409,FX.EURUSD.VOL::9M::25DBF::MID,0.0039
20250509,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250410,FX.EURUSD.VOL::9M::25DBF::MID,0.0041
20250310,FX.EURUSD.VOL::9M::25DBF::MID,0.003
20250411,FX.EURUSD.VOL::9M::25DBF::MID,0.0044
20250311,FX.EURUSD.VOL::9M::25DBF::MID,0.0031
20250312,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250512,FX.EURUSD.VOL::9M::25DBF::MID,0.0024
20250313,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250513,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250414,FX.EURUSD.VOL::9M::25DBF::MID,0.0043
20250314,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250514,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250415,FX.EURUSD.VOL::9M::25DBF::MID,0.0039
20250515,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250416,FX.EURUSD.VOL::9M::25DBF::MID,0.004
20250516,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250417,FX.EURUSD.VOL::9M::25DBF::MID,0.0037
20250317,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250418,FX.EURUSD.VOL::9M::25DBF::MID,0.0037
20250318,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250319,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250519,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250320,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250520,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250421,FX.EURUSD.VOL::9M::25DBF::MID,0.0038
20250321,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250521,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250422,FX.EURUSD.VOL::9M::25DBF::MID,0.0036
20250522,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250423,FX.EURUSD.VOL::9M::25DBF::MID,0.0033
20250523,FX.EURUSD.VOL::9M::25DBF::MID,0.0028
20250424,FX.EURUSD.VOL::9M::25DBF::MID,0.0033
20250224,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250324,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250425,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250225,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250325,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250226,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250326,FX.EURUSD.VOL::9M::25DBF::MID,0.0028
20250526,FX.EURUSD.VOL::9M::25DBF::MID,0.0028
20250227,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250327,FX.EURUSD.VOL::9M::25DBF::MID,0.003
20250527,FX.EURUSD.VOL::9M::25DBF::MID,0.0028
20250428,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250228,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250328,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250528,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250429,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250529,FX.EURUSD.VOL::9M::25DBF::MID,0.0027
20250430,FX.EURUSD.VOL::9M::25DBF::MID,0.0029
20250530,FX.EURUSD.VOL::9M::25DBF::MID,0.0026
20250331,FX.EURUSD.VOL::9M::25DBF::MID,0.0031
20250401,FX.EURUSD.VOL::30Y::ATM::MID,0.0865
20250501,FX.EURUSD.VOL::30Y::ATM::MID,0.093
20250402,FX.EURUSD.VOL::30Y::ATM::MID,0.0865
20250602,FX.EURUSD.VOL::30Y::ATM::MID,0.0895
20250502,FX.EURUSD.VOL::30Y::ATM::MID,0.0935
20250403,FX.EURUSD.VOL::30Y::ATM::MID,0.091
20250303,FX.EURUSD.VOL::30Y::ATM::MID,0.085
20250404,FX.EURUSD.VOL::30Y::ATM::MID,0.093
20250304,FX.EURUSD.VOL::30Y::ATM::MID,0.0875
20250305,FX.EURUSD.VOL::30Y::ATM::MID,0.0885
20250505,FX.EURUSD.VOL::30Y::ATM::MID,0.094
20250306,FX.EURUSD.VOL::30Y::ATM::MID,0.087
20250506,FX.EURUSD.VOL::30Y::ATM::MID,0.0945
20250407,FX.EURUSD.VOL::30Y::ATM::MID,0.094
20250307,FX.EURUSD.VOL::30Y::ATM::MID,0.0875
20250507,FX.EURUSD.VOL::30Y::ATM::MID,0.0935
20250408,FX.EURUSD.VOL::30Y::ATM::MID,0.0915
20250508,FX.EURUSD.VOL::30Y::ATM::MID,0.092
20250409,FX.EURUSD.VOL::30Y::ATM::MID,0.088
20250509,FX.EURUSD.VOL::30Y::ATM::MID,0.09
20250410,FX.EURUSD.VOL::30Y::ATM::MID,0.095
20250310,FX.EURUSD.VOL::30Y::ATM::MID,0.088
20250411,FX.EURUSD.VOL::30Y::ATM::MID,0.097
20250311,FX.EURUSD.VOL::30Y::ATM::MID,0.088
20250312,FX.EURUSD.VOL::30Y::ATM::MID,0.087
20250512,FX.EURUSD.VOL::30Y::ATM::MID,0.0825
20250313,FX.EURUSD.VOL::30Y::ATM::MID,0.0865
20250513,FX.EURUSD.VOL::30Y::ATM::MID,0.084
20250414,FX.EURUSD.VOL::30Y::ATM::MID,0.094
20250314,FX.EURUSD.VOL::30Y::ATM::MID,0.0865
20250514,FX.EURUSD.VOL::30Y::ATM::MID,0.0845
20250415,FX.EURUSD.VOL::30Y::ATM::MID,0.092
20250515,FX.EURUSD.VOL::30Y::ATM::MID,0.085
20250416,FX.EURUSD.VOL::30Y::ATM::MID,0.0945
20250516,FX.EURUSD.VOL::30Y::ATM::MID,0.0845
20250417,FX.EURUSD.VOL::30Y::ATM::MID,0.093
20250317,FX.EURUSD.VOL::30Y::ATM::MID,0.085
20250418,FX.EURUSD.VOL::30Y::ATM::MID,0.093
20250318,FX.EURUSD.VOL::30Y::ATM::MID,0.086
20250319,FX.EURUSD.VOL::30Y::ATM::MID,0.086
20250519,FX.EURUSD.VOL::30Y::ATM::MID,0.085
