Dates,Tickers,Expiry,Tenor,Data
20250409,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008674
20250509,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007085
20250410,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008226
20250310,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.0079
20250411,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008321
20250311,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008146
20250312,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008198
20250512,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007192
20250313,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008092
20250513,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00707
20250414,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008053
20250314,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.008119
20250514,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00706
20250415,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007806
20250515,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007138
20250416,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007805
20250516,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007031
20250417,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007724
20250317,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007837
20250418,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007654
20250318,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00771
20250319,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007637
20250519,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007119
20250320,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.0076
20250520,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.006996
20250421,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007715
20250321,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007798
20250521,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.006989
20250422,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007731
20250522,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.006832
20250423,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007555
20250523,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.006966
20250424,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007412
20250224,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007103
20250324,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007704
20250425,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00738
20250225,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007119
20250325,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00777
20250226,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007123
20250326,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007648
20250526,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00699
20250227,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00705
20250327,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007835
20250527,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.006929
20250428,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007433
20250228,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007178
20250328,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007726
20250528,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.006918
20250429,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007424
20250529,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00681
20250430,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.007485
20250530,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.006766
20250331,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,0.00784
20250401,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006689
20250501,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006601
20250402,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006679
20250602,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006567
20250502,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006604
20250403,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006706
20250303,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006567
20250404,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006769
20250304,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006607
20250305,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006695
20250505,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006605
20250306,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006732
20250506,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006559
20250407,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006787
20250307,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006719
20250507,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006539
20250408,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00669
20250508,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006514
20250409,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006728
20250509,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006499
20250410,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006669
20250310,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006699
20250411,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006661
20250311,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006767
20250312,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006752
20250512,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006524
20250313,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006704
20250513,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00652
20250414,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006624
20250314,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006713
20250514,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006531
20250415,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006612
20250515,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006521
20250416,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00661
20250516,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006519
20250417,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006568
20250317,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006686
20250418,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006569
20250318,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006659
20250319,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006629
20250519,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006539
20250320,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006603
20250520,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006579
20250421,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00657
20250321,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006622
20250521,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006564
20250422,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006624
20250522,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006563
20250423,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006569
20250523,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006559
20250424,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006546
20250224,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006501
20250324,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006642
20250425,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006526
20250225,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00652
20250325,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006664
20250226,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006516
20250326,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00664
20250526,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006547
20250227,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006506
20250327,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006674
20250527,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00654
20250428,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006558
20250228,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006572
20250328,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006691
20250528,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006537
20250429,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.00659
20250529,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006544
20250430,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006602
20250530,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006565
20250331,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,0.006697
20250401,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006043
20250501,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00596
20250402,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006036
20250602,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005977
20250502,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005967
20250403,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006062
20250303,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005972
20250404,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006121
20250304,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005999
20250305,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006063
20250505,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005973
20250306,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006092
20250506,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005927
20250407,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006136
20250307,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006065
20250507,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005901
20250408,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006037
20250508,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005885
20250409,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006066
20250509,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005854
20250410,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006012
20250310,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006042
20250411,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006
20250311,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006088
20250312,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006078
20250512,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005885
20250313,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006026
20250513,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005892
20250414,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005977
20250314,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006033
20250514,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005897
20250415,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00597
20250515,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005887
20250416,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005957
20250516,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005894
20250417,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00592
20250317,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006005
20250418,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005928
20250318,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00598
20250319,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005959
20250519,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00592
20250320,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005948
20250520,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005961
20250421,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005929
20250321,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005965
20250521,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005947
20250422,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005972
20250522,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005949
20250423,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005937
20250523,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005948
20250424,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005913
20250224,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00591
20250324,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005988
20250425,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005896
20250225,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00594
20250325,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006011
20250226,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00594
20250326,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00599
20250526,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005933
20250227,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005927
20250327,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006028
20250527,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005935
20250428,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005927
20250228,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005973
20250328,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.006048
20250528,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005938
20250429,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005957
20250529,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005948
20250430,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005961
20250530,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.005974
20250331,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,0.00606
20250401,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.008023
20250501,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.007462
20250402,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.007981
20250602,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.006978
20250502,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.007464
20250403,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.008146
20250303,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.007504
20250404,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.008546
20250304,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,0.007838
